dataset,model,path,column,normalized
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_true_next_activity,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_pred_next_activity,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_true_remaining_time,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_pred_remaining_time,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_true_time_to_next_event,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,y_pred_time_to_next_event,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,log,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,backbone,False
BPI12,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/saprpt/seed_41.parquet,seed,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,case_id,True
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,pos,True
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,case_len,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,activity_id_current,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_true_next_activity,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_pred_next_activity,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_true_remaining_time,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_pred_remaining_time,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_true_time_to_next_event,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,y_pred_time_to_next_event,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,log,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,backbone,False
BPI12,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/llama32-1b/seed_41.parquet,seed,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,case_id,True
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,pos,True
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,case_len,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,activity_id_current,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_true_next_activity,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_pred_next_activity,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_true_remaining_time,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_pred_remaining_time,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_true_time_to_next_event,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,y_pred_time_to_next_event,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,log,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,backbone,False
BPI12,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI12/gemma-2-2b/seed_41.parquet,seed,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,case_id,True
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,pos,True
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,case_len,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,activity_id_current,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_true_next_activity,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_pred_next_activity,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_true_remaining_time,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_pred_remaining_time,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_true_time_to_next_event,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,log,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,backbone,False
BPI17,rnn,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/rnn/seed_41.parquet,seed,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,case_id,True
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,pos,True
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,case_len,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,activity_id_current,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_true_next_activity,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_pred_next_activity,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_true_remaining_time,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_pred_remaining_time,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_true_time_to_next_event,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,log,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,backbone,False
BPI17,transformer,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/transformer/seed_41.parquet,seed,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,case_id,True
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,pos,True
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,case_len,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,activity_id_current,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_true_next_activity,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_pred_next_activity,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_true_remaining_time,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_pred_remaining_time,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_true_time_to_next_event,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,log,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,backbone,False
BPI17,tabpfn3,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/tabpfn3/seed_41.parquet,seed,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,case_id,True
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,pos,True
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,case_len,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,activity_id_current,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_true_next_activity,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_pred_next_activity,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_true_remaining_time,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_pred_remaining_time,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_true_time_to_next_event,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,log,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,backbone,False
BPI17,saprpt,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/saprpt/seed_41.parquet,seed,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,case_id,True
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,pos,True
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,case_len,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,activity_id_current,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_true_next_activity,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_pred_next_activity,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_true_remaining_time,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_pred_remaining_time,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_true_time_to_next_event,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,log,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,backbone,False
BPI17,llama32-1b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/llama32-1b/seed_41.parquet,seed,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,case_id,True
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,pos,True
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,case_len,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,activity_id_current,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_true_next_activity,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_pred_next_activity,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_true_remaining_time,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_pred_remaining_time,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_true_time_to_next_event,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,y_pred_time_to_next_event,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,log,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,backbone,False
BPI17,gemma-2-2b,/ceph/lfertig/Paper/revisiting-ppm-foundation-models/notebook/llm-peft-ppm/results/predictions/BPI17/gemma-2-2b/seed_41.parquet,seed,False
